measurementSiteReference,startLocatieForDisplayLat,startLocatieForDisplayLong,ROADNUMBER,Rijksweg
RWS01_MONIBAS_0011hrl1086ra,52.2385,6.23948,A1,1
RWS01_MONIBAS_0011hrl1107ra,52.2419,6.26924,A1,1
RWS01_MONIBAS_0011hrl1137ra,52.2431,6.3142,A1,1
RWS01_MONIBAS_0011hrl1155ra,52.2446,6.33922,A1,1
RWS01_MONIBAS_0011hrl1196ra,52.2495,6.39832,A1,1
RWS01_MONIBAS_0011hrl1242ra,52.2645,6.46021,A1,1
RWS01_MONIBAS_0011hrl1272ra,52.2783,6.4971,A1,1
RWS01_MONIBAS_0011hrl1313ra,52.2842,6.55628,A1,1
RWS01_MONIBAS_0011hrl1360ra,52.2899,6.62346,A1,1
RWS01_MONIBAS_0011hrl1411ra,52.3093,6.69032,A1,1
RWS01_MONIBAS_0011hrl1556ra,52.2875,6.73811,A1,1
RWS01_MONIBAS_0011hrl1581ra,52.2876,6.77272,A1,1
RWS01_MONIBAS_0011hrl1583ra,52.288,6.77514,A1,1
RWS01_MONIBAS_0011hrl1584ra,52.2884,6.77727,A1,1
RWS01_MONIBAS_0011hrl1627ra,52.2768,6.83543,A1,1
RWS01_MONIBAS_0011hrl1628ra,52.277,6.83726,A1,1
RWS01_MONIBAS_0011hrl1631ra,52.2777,6.84094,A1,1
RWS01_MONIBAS_0011hrl1667ra,52.2945,6.88511,A1,1
RWS01_MONIBAS_0011hrl1696ra,52.2882,6.9256,A1,1
RWS01_MONIBAS_0011hrl1698ra,52.2881,6.92881,A1,1
RWS01_MONIBAS_0011hrl1728ra,52.2989,6.96755,A1,1
RWS01_MONIBAS_0011hrl1758ra,52.3091,7.00655,A1,1
RWS01_MONIBAS_0011hrl1774ra,52.3117,7.0302,A1,1
RWS01_MONIBAS_0011hrr0040ra,52.347,4.95917,A1,1
RWS01_MONIBAS_0011hrr0045ra,52.3501,4.96358,A1,1
RWS01_MONIBAS_0011hrr0051ra,52.348,4.9713,A1,1
RWS01_MONIBAS_0011hrr0053ra,52.347,4.97398,A1,1
RWS01_MONIBAS_0011hrr0060ra,52.3433,4.98106,A1,1
RWS01_MONIBAS_0011hrr0063ra,52.3406,4.98431,A1,1
RWS01_MONIBAS_0011hrr0068ra,52.3372,4.98977,A1,1
RWS01_MONIBAS_0011hrr0070ra,52.3361,4.99202,A1,1
RWS01_MONIBAS_0011hrr0073ra,52.3346,4.99578,A1,1
RWS01_MONIBAS_0011hrr0076ra,52.3336,4.99972,A1,1
RWS01_MONIBAS_0011hrr0082ra,52.3324,5.0078,A1,1
RWS01_MONIBAS_0011hrr0085ra,52.3323,5.01156,A1,1
RWS01_MONIBAS_0011hrr0089ra,52.3324,5.01721,A1,1
RWS01_MONIBAS_0011hrr0093ra,52.3323,5.02316,A1,1
RWS01_MONIBAS_0011hrr0096ra,52.3321,5.02824,A1,1
RWS01_MONIBAS_0011hrr0101ra,52.332,5.0349,A1,1
RWS01_MONIBAS_0011hrr0107ra,52.332,5.04346,A1,1
RWS01_MONIBAS_0011hrr0112ra,52.3309,5.05069,A1,1
RWS01_MONIBAS_0011hrr0116ra,52.3293,5.05577,A1,1
RWS01_MONIBAS_0011hrr0124ra,52.3259,5.06613,A1,1
RWS01_MONIBAS_0011hrr0126ra,52.3251,5.06911,A1,1
RWS01_MONIBAS_0011hrr0129ra,52.324,5.07308,A1,1
RWS01_MONIBAS_0011hrr0132ra,52.3229,5.07707,A1,1
RWS01_MONIBAS_0011hrr0135ra,52.3219,5.08078,A1,1
RWS01_MONIBAS_0011hrr0140ra,52.3199,5.08778,A1,1
RWS01_MONIBAS_0011hrr0144ra,52.3182,5.09349,A1,1
RWS01_MONIBAS_0011hrr0148ra,52.3169,5.09829,A1,1
RWS01_MONIBAS_0011hrr0156ra,52.3137,5.10921,A1,1
RWS01_MONIBAS_0011hrr0160ra,52.312,5.11486,A1,1
RWS01_MONIBAS_0011hrr0163ra,52.3106,5.11863,A1,1
RWS01_MONIBAS_0011hrr0167ra,52.309,5.12292,A1,1
RWS01_MONIBAS_0011hrr0171ra,52.3069,5.12876,A1,1
RWS01_MONIBAS_0011hrr0174ra,52.3059,5.13284,A1,1
RWS01_MONIBAS_0011hrr0178ra,52.3057,5.13875,A1,1
RWS01_MONIBAS_0011hrr0178rb,52.3057,5.13875,A1,1
RWS01_MONIBAS_0011hrr0181ra,52.3058,5.14294,A1,1
RWS01_MONIBAS_0011hrr0185ra,52.3059,5.14777,A1,1
RWS01_MONIBAS_0011hrr0190ra,52.306,5.15582,A1,1
RWS01_MONIBAS_0011hrr0194ra,52.3054,5.16109,A1,1
RWS01_MONIBAS_0011hrr0199ra,52.303,5.16808,A1,1
RWS01_MONIBAS_0011hrr0205ra,52.2988,5.17379,A1,1
RWS01_MONIBAS_0011hrr0212ra,52.294,5.17807,A1,1
RWS01_MONIBAS_0011hrr0216ra,52.2904,5.18119,A1,1
RWS01_MONIBAS_0011hrr0219ra,52.2878,5.18312,A1,1
RWS01_MONIBAS_0011hrr0223ra,52.2841,5.18368,A1,1
RWS01_MONIBAS_0011hrr0226ra,52.2818,5.18377,A1,1
RWS01_MONIBAS_0011hrr0230ra,52.2784,5.18485,A1,1
RWS01_MONIBAS_0011hrr0234ra,52.2752,5.18846,A1,1
RWS01_MONIBAS_0011hrr0239ra,52.2725,5.19375,A1,1
RWS01_MONIBAS_0011hrr0244ra,52.2694,5.19959,A1,1
RWS01_MONIBAS_0011hrr0248ra,52.267,5.204,A1,1
RWS01_MONIBAS_0011hrr0252ra,52.264,5.20771,A1,1
RWS01_MONIBAS_0011hrr0255ra,52.262,5.20868,A1,1
RWS01_MONIBAS_0011hrr0260ra,52.2572,5.20887,A1,1
RWS01_MONIBAS_0011hrr0266ra,52.2522,5.21149,A1,1
RWS01_MONIBAS_0011hrr0270ra,52.2492,5.21336,A1,1
RWS01_MONIBAS_0011hrr0273ra,52.2464,5.21563,A1,1
RWS01_MONIBAS_0011hrr0278ra,52.2429,5.22026,A1,1
RWS01_MONIBAS_0011hrr0278rb,52.2429,5.22026,A1,1
RWS01_MONIBAS_0011hrr0283ra,52.2396,5.226,A1,1
RWS01_MONIBAS_0011hrr0287ra,52.2372,5.23033,A1,1
RWS01_MONIBAS_0011hrr0293ra,52.2339,5.23589,A1,1
RWS01_MONIBAS_0011hrr0295ra,52.232,5.23854,A1,1
RWS01_MONIBAS_0011hrr0298ra,52.2302,5.24114,A1,1
RWS01_MONIBAS_0011hrr0308ra,52.2251,5.25321,A1,1
RWS01_MONIBAS_0011hrr0316ra,52.2238,5.26374,A1,1
RWS01_MONIBAS_0011hrr0319ra,52.2236,5.26948,A1,1
RWS01_MONIBAS_0011hrr0324ra,52.2235,5.27542,A1,1
RWS01_MONIBAS_0011hrr0329ra,52.2231,5.28344,A1,1
RWS01_MONIBAS_0011hrr0335ra,52.2219,5.29196,A1,1
RWS01_MONIBAS_0011hrr0341ra,52.2201,5.3004,A1,1
RWS01_MONIBAS_0011hrr0347ra,52.2184,5.30842,A1,1
RWS01_MONIBAS_0011hrr0350ra,52.2177,5.31203,A1,1
RWS01_MONIBAS_0011hrr0354ra,52.2166,5.31761,A1,1
RWS01_MONIBAS_0011hrr0360ra,52.215,5.32604,A1,1
RWS01_MONIBAS_0011hrr0366ra,52.2136,5.33453,A1,1
RWS01_MONIBAS_0011hrr0371ra,52.2122,5.34217,A1,1
RWS01_MONIBAS_0011hrr0377ra,52.2106,5.35058,A1,1
RWS01_MONIBAS_0011hrr0381ra,52.2096,5.35618,A1,1
RWS01_MONIBAS_0011hrr0385ra,52.2086,5.36176,A1,1
RWS01_MONIBAS_0011hrr0390ra,52.2079,5.36831,A1,1
RWS01_MONIBAS_0011hrr0396ra,52.2068,5.3769,A1,1
RWS01_MONIBAS_0011hrr0400ra,52.2053,5.38328,A1,1
RWS01_MONIBAS_0011hrr0406ra,52.2023,5.3905,A1,1
RWS01_MONIBAS_0011hrr0412ra,52.1986,5.39633,A1,1
RWS01_MONIBAS_0011hrr0415ra,52.1966,5.39925,A1,1
RWS01_MONIBAS_0011hrr0419ra,52.1936,5.40335,A1,1
RWS01_MONIBAS_0011hrr0423ra,52.1915,5.40632,A1,1
RWS01_MONIBAS_0011hrr0427ra,52.1882,5.41093,A1,1
RWS01_MONIBAS_0011hrr0432ra,52.1853,5.41489,A1,1
RWS01_MONIBAS_0011hrr0435ra,52.1827,5.41836,A1,1
RWS01_MONIBAS_0011hrr0438ra,52.1805,5.42137,A1,1
RWS01_MONIBAS_0011hrr0445ra,52.1759,5.42794,A1,1
RWS01_MONIBAS_0011hrr0452ra,52.172,5.43529,A1,1
RWS01_MONIBAS_0011hrr0459ra,52.1685,5.44322,A1,1
RWS01_MONIBAS_0011hrr0464ra,52.1673,5.45049,A1,1
RWS01_MONIBAS_0011hrr0469ra,52.1667,5.4584,A1,1
RWS01_MONIBAS_0011hrr0473ra,52.1663,5.46436,A1,1
RWS01_MONIBAS_0011hrr0478ra,52.1658,5.47132,A1,1
RWS01_MONIBAS_0011hrr0482ra,52.1653,5.47741,A1,1
RWS01_MONIBAS_0011hrr0486ra,52.1649,5.48336,A1,1
RWS01_MONIBAS_0011hrr0492ra,52.1643,5.49223,A1,1
RWS01_MONIBAS_0011hrr0498ra,52.1636,5.50071,A1,1
RWS01_MONIBAS_0011hrr0504ra,52.1631,5.50835,A1,1
RWS01_MONIBAS_0011hrr0510ra,52.1627,5.5171,A1,1
RWS01_MONIBAS_0011hrr0516ra,52.1629,5.52586,A1,1
RWS01_MONIBAS_0011hrr0522ra,52.1636,5.53455,A1,1
RWS01_MONIBAS_0011hrr0529ra,52.1649,5.54451,A1,1
RWS01_MONIBAS_0011hrr0536ra,52.1663,5.55464,A1,1
RWS01_MONIBAS_0011hrr0541ra,52.1672,5.56245,A1,1
RWS01_MONIBAS_0011hrr0547ra,52.1679,5.57035,A1,1
RWS01_MONIBAS_0011hrr0554ra,52.1683,5.58102,A1,1
RWS01_MONIBAS_0011hrr0558ra,52.1684,5.58732,A1,1
RWS01_MONIBAS_0011hrr0563ra,52.1686,5.59431,A1,1
RWS01_MONIBAS_0011hrr0569ra,52.169,5.60273,A1,1
RWS01_MONIBAS_0011hrr0574ra,52.1695,5.61,A1,1
RWS01_MONIBAS_0011hrr0580ra,52.1703,5.61868,A1,1
RWS01_MONIBAS_0011hrr0586ra,52.1713,5.6273,A1,1
RWS01_MONIBAS_0011hrr0589ra,52.1721,5.63213,A1,1
RWS01_MONIBAS_0011hrr0598ra,52.175,5.64341,A1,1
RWS01_MONIBAS_0011hrr0608ra,52.1792,5.65635,A1,1
RWS01_MONIBAS_0011hrr0617ra,52.183,5.66798,A1,1
RWS01_MONIBAS_0011hrr0627ra,52.1872,5.68093,A1,1
RWS01_MONIBAS_0011hrr0632ra,52.1891,5.68743,A1,1
RWS01_MONIBAS_0011hrr0639ra,52.1912,5.69785,A1,1
RWS01_MONIBAS_0011hrr0648ra,52.1923,5.71021,A1,1
RWS01_MONIBAS_0011hrr0658ra,52.1933,5.72471,A1,1
RWS01_MONIBAS_0011hrr0668ra,52.1945,5.73916,A1,1
RWS01_MONIBAS_0011hrr0678ra,52.1959,5.7536,A1,1
RWS01_MONIBAS_0011hrr0688ra,52.1975,5.76799,A1,1
RWS01_MONIBAS_0011hrr0698ra,52.1992,5.78234,A1,1
RWS01_MONIBAS_0011hrr0708ra,52.2013,5.79656,A1,1
RWS01_MONIBAS_0011hrr0718ra,52.2038,5.81051,A1,1
RWS01_MONIBAS_0011hrr0728ra,52.2017,5.82451,A1,1
RWS01_MONIBAS_0011hrr0738ra,52.1958,5.83535,A1,1
RWS01_MONIBAS_0011hrr0748ra,52.19,5.84649,A1,1
RWS01_MONIBAS_0011hrr0758ra,52.1875,5.86041,A1,1
RWS01_MONIBAS_0011hrr0768ra,52.1864,5.87494,A1,1
RWS01_MONIBAS_0011hrr0778ra,52.1851,5.88942,A1,1
RWS01_MONIBAS_0011hrr0788ra,52.1835,5.90383,A1,1
RWS01_MONIBAS_0011hrr0794ra,52.1824,5.91243,A1,1
RWS01_MONIBAS_0011hrr0798ra,52.1815,5.91917,A1,1
RWS01_MONIBAS_0011hrr0804ra,52.1803,5.92772,A1,1
RWS01_MONIBAS_0011hrr0810ra,52.179,5.93608,A1,1
RWS01_MONIBAS_0011hrr0816ra,52.177,5.9441,A1,1
RWS01_MONIBAS_0011hrr0819ra,52.1755,5.94807,A1,1
RWS01_MONIBAS_0011hrr0823ra,52.1741,5.9522,A1,1
RWS01_MONIBAS_0011hrr0829ra,52.1727,5.96064,A1,1
RWS01_MONIBAS_0011hrr0834ra,52.1728,5.96897,A1,1
RWS01_MONIBAS_0011hrr0841ra,52.1746,5.97778,A1,1
RWS01_MONIBAS_0011hrr0846ra,52.1772,5.984,A1,1
RWS01_MONIBAS_0011hrr0851ra,52.1797,5.99014,A1,1
RWS01_MONIBAS_0011hrr0856ra,52.1814,5.99705,A1,1
RWS01_MONIBAS_0011hrr0861ra,52.1829,6.00392,A1,1
RWS01_MONIBAS_0011hrr0865ra,52.1843,6.01012,A1,1
RWS01_MONIBAS_0011hrr0865rb,52.1843,6.01012,A1,1
RWS01_MONIBAS_0011hrr0869ra,52.1853,6.01451,A1,1
RWS01_MONIBAS_0011hrr0873ra,52.1868,6.02013,A1,1
RWS01_MONIBAS_0011hrr0877ra,52.189,6.02571,A1,1
RWS01_MONIBAS_0011hrr0882ra,52.1912,6.03098,A1,1
RWS01_MONIBAS_0011hrr0884ra,52.1926,6.03454,A1,1
RWS01_MONIBAS_0011hrr0887ra,52.1938,6.03754,A1,1
RWS01_MONIBAS_0011hrr0889ra,52.1947,6.03963,A1,1
RWS01_MONIBAS_0011hrr0893ra,52.1969,6.04512,A1,1
RWS01_MONIBAS_0011hrr0899ra,52.1992,6.052,A1,1
RWS01_MONIBAS_0011hrr0903ra,52.2004,6.05748,A1,1
RWS01_MONIBAS_0011hrr0909ra,52.2023,6.0657,A1,1
RWS01_MONIBAS_0011hrr0914ra,52.2041,6.07387,A1,1
RWS01_MONIBAS_0011hrr0920ra,52.2057,6.08122,A1,1
RWS01_MONIBAS_0011hrr0926ra,52.2076,6.08986,A1,1
RWS01_MONIBAS_0011hrr0931ra,52.2092,6.0958,A1,1
RWS01_MONIBAS_0011hrr0934ra,52.2106,6.09992,A1,1
RWS01_MONIBAS_0011hrr0937ra,52.212,6.10364,A1,1
RWS01_MONIBAS_0011hrr0943ra,52.2148,6.1108,A1,1
RWS01_MONIBAS_0011hrr0946ra,52.2158,6.1159,A1,1
RWS01_MONIBAS_0011hrr0950ra,52.2167,6.1217,A1,1
RWS01_MONIBAS_0011hrr0955ra,52.2183,6.12798,A1,1
RWS01_MONIBAS_0011hrr0961ra,52.2213,6.13573,A1,1
RWS01_MONIBAS_0011hrr0967ra,52.2241,6.14274,A1,1
RWS01_MONIBAS_0011hrr0973ra,52.227,6.15002,A1,1
RWS01_MONIBAS_0011hrr0978ra,52.2289,6.15649,A1,1
RWS01_MONIBAS_0011hrr0984ra,52.2309,6.16488,A1,1
RWS01_MONIBAS_0011hrr1040ra,52.2328,6.17272,A1,1
RWS01_MONIBAS_0011hrr1042ra,52.2336,6.17638,A1,1
RWS01_MONIBAS_0011hrr1045ra,52.2341,6.18053,A1,1
RWS01_MONIBAS_0011hrr1050ra,52.2345,6.18786,A1,1
RWS01_MONIBAS_0011hrr1057ra,52.235,6.19702,A1,1
RWS01_MONIBAS_0011hrr1064ra,52.2359,6.20831,A1,1
RWS01_MONIBAS_0011hrr1070ra,52.2368,6.21697,A1,1
RWS01_MONIBAS_0011hrr1076ra,52.2375,6.22555,A1,1
RWS01_MONIBAS_0011hrr1080ra,52.2378,6.23166,A1,1
RWS01_MONIBAS_0011hrr1083ra,52.238,6.23558,A1,1
RWS01_MONIBAS_0011hrr1086ra,52.2383,6.23949,A1,1
RWS01_MONIBAS_0011hrr1088ra,52.2385,6.24241,A1,1
RWS01_MONIBAS_0011hrr1090ra,52.2388,6.24531,A1,1
RWS01_MONIBAS_0011hrr1107ra,52.2417,6.26933,A1,1
RWS01_MONIBAS_0011hrr1130ra,52.243,6.30342,A1,1
RWS01_MONIBAS_0011hrr1155ra,52.2444,6.33922,A1,1
RWS01_MONIBAS_0011hrr1196ra,52.2493,6.39839,A1,1
RWS01_MONIBAS_0011hrr1235ra,52.2608,6.45202,A1,1
RWS01_MONIBAS_0011hrr1272ra,52.2781,6.49726,A1,1
RWS01_MONIBAS_0011hrr1313ra,52.284,6.55634,A1,1
RWS01_MONIBAS_0011hrr1360ra,52.2897,6.62356,A1,1
RWS01_MONIBAS_0011hrr1411ra,52.3092,6.69055,A1,1
RWS01_MONIBAS_0011hrr1550ra,52.2909,6.7321,A1,1
RWS01_MONIBAS_0011hrr1556ra,52.2874,6.73792,A1,1
RWS01_MONIBAS_0011hrr1560ra,52.2855,6.74301,A1,1
RWS01_MONIBAS_0011hrr1563ra,52.2846,6.74693,A1,1
RWS01_MONIBAS_0011hrr1568ra,52.2843,6.75478,A1,1
RWS01_MONIBAS_0011hrr1573ra,52.2852,6.76121,A1,1
RWS01_MONIBAS_0011hrr1577ra,52.2865,6.76762,A1,1
RWS01_MONIBAS_0011hrr1580ra,52.2872,6.77098,A1,1
RWS01_MONIBAS_0011hrr1583ra,52.2881,6.77657,A1,1
RWS01_MONIBAS_0011hrr1628ra,52.2769,6.83747,A1,1
RWS01_MONIBAS_0011hrr1667ra,52.2944,6.88474,A1,1
RWS01_MONIBAS_0011hrr1696ra,52.2881,6.92553,A1,1
RWS01_MONIBAS_0011hrr1728ra,52.2988,6.9676,A1,1
RWS01_MONIBAS_0011hrr1758ra,52.309,7.00659,A1,1
RWS01_MONIBAS_0011hrr1774ra,52.3116,7.03026,A1,1
RWS01_MONICA_00D00100A028D0050005,52.35,4.9608,A1,1
RWS01_MONICA_00D00100A028D0050009,52.35,4.9608,A1,1
RWS01_MONICA_00D00100A055D0070007,52.347,4.95917,A1,1
RWS01_MONICA_00D00100A055D007000B,52.347,4.95917,A1,1
RWS01_MONICA_00D00100A055D007000F,52.347,4.95917,A1,1
RWS01_MONICA_00D00100B441D0070007,52.3501,4.96358,A1,1
RWS01_MONICA_00D00100B441D007000B,52.3501,4.96358,A1,1
RWS01_MONICA_00D00100B441D007000F,52.3501,4.96358,A1,1
RWS01_MONICA_00D00100B83928200005,52.3511,4.96509,A1,1
RWS01_MONICA_00D00100B83928200009,52.3511,4.96509,A1,1
RWS01_MONICA_00D00100CC3CD0070007,52.348,4.9713,A1,1
RWS01_MONICA_00D00100CC3CD007000B,52.348,4.9713,A1,1
RWS01_MONICA_00D00100CC3CD007000F,52.348,4.9713,A1,1
RWS01_MONICA_00D00100CC3CD0070013,52.348,4.9713,A1,1
RWS01_MONICA_00D00100E00AD0050005,52.3459,4.97692,A1,1
RWS01_MONICA_00D00100E00AD0050009,52.3459,4.97692,A1,1
RWS01_MONICA_00D00100E00AD005000D,52.3459,4.97692,A1,1
RWS01_MONICA_00D00100F000D0070007,52.3433,4.98106,A1,1
RWS01_MONICA_00D00100F000D007000B,52.3433,4.98106,A1,1
RWS01_MONICA_00D00100F000D007000F,52.3433,4.98106,A1,1
RWS01_MONICA_00D00100F000D0070013,52.3433,4.98106,A1,1
RWS01_MONICA_00D001010437D0050005,52.3393,4.98648,A1,1
RWS01_MONICA_00D001010437D0050009,52.3393,4.98648,A1,1
RWS01_MONICA_00D001010437D005000D,52.3393,4.98648,A1,1
RWS01_MONICA_00D001011050D0070007,52.3372,4.98977,A1,1
RWS01_MONICA_00D001011050D007000B,52.3372,4.98977,A1,1
RWS01_MONICA_00D001011050D007000F,52.3372,4.98977,A1,1
RWS01_MONICA_00D001011050D0070013,52.3372,4.98977,A1,1
RWS01_MONICA_00D00101284BD0050005,52.3345,4.99724,A1,1
RWS01_MONICA_00D00101284BD0050009,52.3345,4.99724,A1,1
RWS01_MONICA_00D00101284BD005000D,52.3345,4.99724,A1,1
RWS01_MONICA_00D00101284BD0050305,52.3345,4.99724,A1,1
RWS01_MONICA_00D00101304B80200005,52.3337,4.99952,A1,1
RWS01_MONICA_00D00101385550200005,52.3333,5.00287,A1,1
RWS01_MONICA_00D00101385550200009,52.3333,5.00287,A1,1
RWS01_MONICA_00D001013C1920200007,52.3327,5.00307,A1,1
RWS01_MONICA_00D001013C1980200005,52.333,5.00285,A1,1
RWS01_MONICA_00D001014830D0070007,52.3324,5.0078,A1,1
RWS01_MONICA_00D001014830D007000B,52.3324,5.0078,A1,1
RWS01_MONICA_00D001014830D007000F,52.3324,5.0078,A1,1
RWS01_MONICA_00D00101541CD0070007,52.3323,5.01156,A1,1
RWS01_MONICA_00D00101541CD007000B,52.3323,5.01156,A1,1
RWS01_MONICA_00D00101541CD007000F,52.3323,5.01156,A1,1
RWS01_MONICA_00D00101541CD0070013,52.3323,5.01156,A1,1
RWS01_MONICA_00D001016426D0050005,52.3325,5.01708,A1,1
RWS01_MONICA_00D001016426D0050009,52.3325,5.01708,A1,1
RWS01_MONICA_00D001016426D005000D,52.3325,5.01708,A1,1
RWS01_MONICA_00D001016426D0050011,52.3325,5.01708,A1,1
RWS01_MONICA_00D001017428D0070007,52.3323,5.02316,A1,1
RWS01_MONICA_00D001017428D007000B,52.3323,5.02316,A1,1
RWS01_MONICA_00D001017428D007000F,52.3323,5.02316,A1,1
RWS01_MONICA_00D001017428D0070013,52.3323,5.02316,A1,1
RWS01_MONICA_00D00101881980200005,52.3322,5.03054,A1,1
RWS01_MONICA_00D00101881980200009,52.3322,5.03054,A1,1
RWS01_MONICA_00D001018819D0050005,52.3323,5.03059,A1,1
RWS01_MONICA_00D001018819D0050009,52.3323,5.03059,A1,1
RWS01_MONICA_00D001018819D005000D,52.3323,5.03059,A1,1
RWS01_MONICA_00D00101941680200005,52.3321,5.0349,A1,1
RWS01_MONICA_00D00101941680200009,52.3321,5.0349,A1,1
RWS01_MONICA_00D001019416D0070007,52.332,5.0349,A1,1
RWS01_MONICA_00D001019416D007000B,52.332,5.0349,A1,1
RWS01_MONICA_00D001019416D007000F,52.332,5.0349,A1,1
RWS01_MONICA_00D001019416D0070013,52.332,5.0349,A1,1
RWS01_MONICA_00D00101AC04D0050005,52.3322,5.04358,A1,1
RWS01_MONICA_00D00101AC04D0050009,52.3322,5.04358,A1,1
RWS01_MONICA_00D00101AC04D005000D,52.3322,5.04358,A1,1
RWS01_MONICA_00D00101C00ED0050005,52.3311,5.0508,A1,1
RWS01_MONICA_00D00101C00ED0050009,52.3311,5.0508,A1,1
RWS01_MONICA_00D00101C00ED005000D,52.3311,5.0508,A1,1
RWS01_MONICA_00D00101C00ED0070007,52.3309,5.05069,A1,1
RWS01_MONICA_00D00101C00ED007000B,52.3309,5.05069,A1,1
RWS01_MONICA_00D00101C00ED007000F,52.3309,5.05069,A1,1
RWS01_MONICA_00D00101D000D0070007,52.3293,5.05577,A1,1
RWS01_MONICA_00D00101D000D007000B,52.3293,5.05577,A1,1
RWS01_MONICA_00D00101D000D007000F,52.3293,5.05577,A1,1
RWS01_MONICA_00D00101D420D0050005,52.3289,5.05766,A1,1
RWS01_MONICA_00D00101D420D0050009,52.3289,5.05766,A1,1
RWS01_MONICA_00D00101D420D005000D,52.3289,5.05766,A1,1
RWS01_MONICA_00D00101DC5A08200007,52.3273,5.06081,A1,1
RWS01_MONICA_00D00101DC5AD0070007,52.3277,5.06069,A1,1
RWS01_MONICA_00D00101DC5AD007000B,52.3277,5.06069,A1,1
RWS01_MONICA_00D00101DC5AD007000F,52.3277,5.06069,A1,1
RWS01_MONICA_00D00101F00AD0070087,52.3259,5.06613,A1,1
RWS01_MONICA_00D00101F00CD0050005,52.3261,5.06644,A1,1
RWS01_MONICA_00D00101F00CD0050009,52.3261,5.06644,A1,1
RWS01_MONICA_00D00101F00CD005000D,52.3261,5.06644,A1,1
RWS01_MONICA_00D00101F823D0070007,52.3251,5.06911,A1,1
RWS01_MONICA_00D00101F823D007000B,52.3251,5.06911,A1,1
RWS01_MONICA_00D00101F823D007000F,52.3251,5.06911,A1,1
RWS01_MONICA_00D00102041ED0050005,52.3243,5.07324,A1,1
RWS01_MONICA_00D00102041ED0050009,52.3243,5.07324,A1,1
RWS01_MONICA_00D00102041ED005000D,52.3243,5.07324,A1,1
RWS01_MONICA_00D00102101ED0070007,52.3229,5.07707,A1,1
RWS01_MONICA_00D00102101ED007000B,52.3229,5.07707,A1,1
RWS01_MONICA_00D00102101ED007000F,52.3229,5.07707,A1,1
RWS01_MONICA_00D00102101ED0070307,52.3229,5.07707,A1,1
RWS01_MONICA_00D001021C0AD0070007,52.3219,5.08078,A1,1
RWS01_MONICA_00D001021C0AD007000B,52.3219,5.08078,A1,1
RWS01_MONICA_00D001021C0AD007000F,52.3219,5.08078,A1,1
RWS01_MONICA_00D001021C0AD0070013,52.3219,5.08078,A1,1
RWS01_MONICA_00D001022C5FD0050005,52.3202,5.08733,A1,1
RWS01_MONICA_00D001022C5FD0050009,52.3202,5.08733,A1,1
RWS01_MONICA_00D001022C5FD005000D,52.3202,5.08733,A1,1
RWS01_MONICA_00D001023028D0070007,52.3199,5.08778,A1,1
RWS01_MONICA_00D001023028D007000B,52.3199,5.08778,A1,1
RWS01_MONICA_00D001023028D0070187,52.3199,5.08778,A1,1
RWS01_MONICA_00D001023028D0070307,52.3199,5.08778,A1,1
RWS01_MONICA_00D001023028D007030B,52.3199,5.08778,A1,1
RWS01_MONICA_00D00102385AD0050005,52.3191,5.09122,A1,1
RWS01_MONICA_00D00102385AD0050009,52.3191,5.09122,A1,1
RWS01_MONICA_00D00102385AD005000D,52.3191,5.09122,A1,1
RWS01_MONICA_00D00102385AD0050085,52.3191,5.09122,A1,1
RWS01_MONICA_00D00102502330200007,52.3167,5.09823,A1,1
RWS01_MONICA_00D0010250233020000B,52.3167,5.09823,A1,1
RWS01_MONICA_00D00102502330200187,52.3167,5.09823,A1,1
RWS01_MONICA_00D001025441D0050005,52.3166,5.10008,A1,1
RWS01_MONICA_00D001025441D0050009,52.3166,5.10008,A1,1
RWS01_MONICA_00D001025441D005000D,52.3166,5.10008,A1,1
RWS01_MONICA_00D001025441D0050011,52.3166,5.10008,A1,1
RWS01_MONICA_00D00102644B80200005,52.3149,5.10565,A1,1
RWS01_MONICA_00D00102644B80200009,52.3149,5.10565,A1,1
RWS01_MONICA_00D00102644BD0050005,52.315,5.10559,A1,1
RWS01_MONICA_00D00102644BD0050009,52.315,5.10559,A1,1
RWS01_MONICA_00D00102644BD0070007,52.3148,5.10556,A1,1
RWS01_MONICA_00D00102644BD007000B,52.3148,5.10556,A1,1
RWS01_MONICA_00D001026C0028200005,52.3162,5.11456,A1,1
RWS01_MONICA_00D00102743C80200005,52.3134,5.11081,A1,1
RWS01_MONICA_00D00102805080200005,52.315,5.10514,A1,1
RWS01_MONICA_00D001028050D0050005,52.3122,5.11497,A1,1
RWS01_MONICA_00D001028050D0050009,52.3122,5.11497,A1,1
RWS01_MONICA_00D001028050D005000D,52.3122,5.11497,A1,1
RWS01_MONICA_00D001028050D0070007,52.312,5.11486,A1,1
RWS01_MONICA_00D001028050D007000B,52.312,5.11486,A1,1
RWS01_MONICA_00D001028050D007000F,52.312,5.11486,A1,1
RWS01_MONICA_00D001028050D0070013,52.312,5.11486,A1,1
RWS01_MONICA_00D001028C5028200005,52.3118,5.11515,A1,1
RWS01_MONICA_00D001028C50D0050005,52.3107,5.11885,A1,1
RWS01_MONICA_00D001028C50D0050009,52.3107,5.11885,A1,1
RWS01_MONICA_00D001028C50D005000D,52.3107,5.11885,A1,1
RWS01_MONICA_00D001034C5ED0050005,52.2941,5.17827,A1,1
RWS01_MONICA_00D001034C5ED0050009,52.2941,5.17827,A1,1
