x,y,roadname,direction,meter,offset,mark
186340.727,344413.169,A2,L,40.950,0.756;0.756;0.756;0.756,SENSOR;SENSOR;SENSOR;SENSOR
186402.976,344527.295,A2,L,41.080,11.931;11.931;11.931;11.931,SENSOR;SENSOR;SENSOR;SENSOR
186602.006,344897.142,A2,L,41.500,11.458,SENSOR
186616.280,344923.528,A2,L,41.530,3.841,SENSOR
186864.469,345380.476,A2,L,42.050,12.625,SENSOR
186878.625,345406.926,A2,L,42.080,0.475;0.475;0.475,SENSOR;SENSOR;SENSOR
187100.661,345786.472,A2,L,42.520,2.436,SENSOR
187106.351,345794.693,A2,L,42.530,12.949;12.949;12.949;12.949,SENSOR;SENSOR;SENSOR;SENSOR
187296.605,346026.249,A2,L,42.830,4.496,SENSOR
187411.671,346137.346,A2,L,42.990,9.806,SENSOR
187531.629,346243.218,A2,L,43.150,12.237,EXIT
187539.151,346249.807,A2,L,43.160,10.024;10.024,SENSOR;SENSOR
187599.539,346302.274,A2,L,43.240,11.233;11.233;11.233;11.233,SENSOR;SENSOR;SENSOR;SENSOR
187637.895,346334.349,A2,L,43.290,1.240;4.748,SENSOR;SENSOR
187856.275,346525.149,A2,L,43.580,12.789;12.491,SENSOR;ENTER
187863.773,346531.765,A2,L,43.590,11.771,SENSOR
187878.769,346544.998,A2,L,43.610,3.922,SENSOR
188113.176,346762.761,A2,L,43.930,14.896,SENSOR
188120.178,346769.900,A2,L,43.940,4.288;4.288,SENSOR;SENSOR
188292.688,346950.803,A2,L,44.190,0.865;0.865,SENSOR;SENSOR
188440.571,347113.684,A2,L,44.410,11.318,SENSOR
188708.925,347396.669,A2,L,44.800,2.775,SENSOR
188722.833,347411.043,A2,L,44.820,17.469,SENSOR
189005.600,347664.680,A2,L,45.200,17.009,SENSOR
189036.355,347690.256,A2,L,45.240,4.167,SENSOR
189299.984,347904.945,A2,L,45.580,4.764,SENSOR
189402.130,347985.358,A2,L,45.710,10.999,SENSOR
189511.738,348072.456,A2,L,45.850,5.393,SENSOR
189652.349,348184.832,A2,L,46.030,13.924,SENSOR
189738.392,348253.364,A2,L,46.140,2.710,SENSOR
189847.922,348340.559,A2,L,46.280,15.354,SENSOR
189886.837,348371.953,A2,L,46.330,3.637,SENSOR
190069.810,348527.153,A2,L,46.570,6.076,SENSOR
190189.131,348648.137,A2,L,46.740,13.254,SENSOR
190338.830,348835.492,A2,L,46.980,11.704,SENSOR
190425.697,348969.778,A2,L,47.140,2.391,SENSOR
190567.610,349267.301,A2,L,47.470,12.993,EXIT
190575.053,349285.865,A2,L,47.490,14.512;15.006,SENSOR;SENSOR
190578.775,349295.146,A2,L,47.500,4.457,SENSOR
190649.796,349534.621,A2,L,47.750,3.302;3.302;3.302,SENSOR;SENSOR;SENSOR
190671.961,349642.343,A2,L,47.860,13.230;13.230;13.230,SENSOR;SENSOR;SENSOR
190700.663,349870.411,A2,L,48.090,1.217,SENSOR
190702.362,349890.339,A2,L,48.110,12.467,ENTER
190713.944,350330.142,A2,L,48.550,13.675,SENSOR
190717.544,350530.110,A2,L,48.750,2.007,SENSOR
190724.366,350940.053,A2,L,49.160,12.770,SENSOR
190724.525,350950.052,A2,L,49.170,0.969,SENSOR
190729.789,351260.007,A2,L,49.480,11.901,ENTER
190730.585,351320.001,A2,L,49.540,14.072,SENSOR
190730.634,351330.001,A2,L,49.550,0.766,SENSOR
190690.890,351666.271,A2,L,49.890,13.527,SENSOR
190640.424,351817.938,A2,L,50.050,1.384,SENSOR
190493.529,352078.505,A2,L,50.350,7.232,SENSOR
190380.278,352218.360,A2,L,50.530,3.079,SENSOR
190328.641,352279.463,A2,L,50.610,3.820;13.387,SENSOR;SENSOR
189956.156,352724.039,A2,L,51.190,4.433,SENSOR
189949.692,352731.669,A2,L,51.200,7.657,SENSOR
189814.837,352879.092,A2,L,51.400,1.676,SENSOR
189571.228,353070.132,A2,L,51.710,11.212,EXIT
189536.981,353090.729,A2,L,51.750,1.147;13.531;1.147;1.147,SENSOR;SENSOR;SENSOR;SENSOR
189113.352,353293.705,A2,L,52.220,5.096,SENSOR
189104.170,353297.666,A2,L,52.230,10.815,SENSOR
188764.212,353443.707,A2,L,52.600,3.686,SENSOR
188755.007,353447.616,A2,L,52.610,7.335,SENSOR
188350.024,353619.630,A2,L,53.050,4.205;6.174,SENSOR;SENSOR
187983.577,353779.914,A2,L,53.450,1.093;12.885,SENSOR;SENSOR
187702.493,353932.344,A2,L,53.770,2.244,SENSOR
187694.102,353937.782,A2,L,53.780,16.804;16.804;16.804,SENSOR;SENSOR;SENSOR
187405.127,354167.663,A2,L,54.150,7.831,EXIT
187322.453,354254.558,A2,L,54.270,18.670;18.670,SENSOR;SENSOR
187309.257,354269.587,A2,L,54.290,11.832,SENSOR
187302.660,354277.102,A2,L,54.300,1.871,SENSOR
187135.750,354513.729,A2,L,54.590,4.533;4.533;4.533,SENSOR;SENSOR;SENSOR
187120.140,354539.348,A2,L,54.620,11.955;11.955;11.955,SENSOR;SENSOR;SENSOR
186992.638,354821.552,A2,L,54.930,11.339,ENTER
186978.745,354859.062,A2,L,54.970,13.619,SENSOR
186975.272,354868.439,A2,L,54.980,5.407,SENSOR
186842.104,355202.830,A2,L,55.340,14.573,SENSOR
186821.335,355248.312,A2,L,55.390,4.769;4.769;4.769,SENSOR;SENSOR;SENSOR
186522.093,355802.242,A2,L,56.020,5.031;12.084,SENSOR;SENSOR
186276.270,356226.106,A2,L,56.510,2.414;14.742,SENSOR;SENSOR
185594.720,357368.198,A2,L,57.840,2.879;2.879,SENSOR;SENSOR
184582.669,359069.991,A2,L,59.820,3.599,SENSOR
184577.503,359078.553,A2,L,59.830,16.255,SENSOR
184073.938,359895.676,A2,L,60.790,2.837,SENSOR
184027.689,359960.925,A2,L,60.870,12.258,SENSOR
183624.157,360470.283,A2,L,61.520,12.224,EXIT
183580.220,360524.775,A2,L,61.590,19.773,SENSOR
183373.126,360781.687,A2,L,61.920,2.485;15.473,SENSOR;SENSOR
183214.514,360987.628,A2,L,62.180,12.459,ENTER
182883.115,361511.087,A2,L,62.800,12.474;13.786,SENSOR;SENSOR
182311.358,362359.755,A2,L,63.830,10.241;10.241,SENSOR;SENSOR
181496.179,362900.694,A2,L,64.810,12.699;12.699,SENSOR;SENSOR
180031.963,363866.682,A2,L,66.570,4.671;4.671,SENSOR;SENSOR
179487.058,364993.776,A2,L,67.830,14.273,EXIT
179343.692,365290.826,A2,L,68.160,1.870,SENSOR
179151.891,365570.517,A2,L,68.500,15.608;11.776,SENSOR;ENTER
178617.045,365927.278,A2,L,69.150,5.780,SENSOR
177718.690,366056.609,A2,L,70.060,6.650,SENSOR
176635.229,365962.107,A2,L,71.150,7.179,SENSOR
175843.073,365717.596,A2,L,71.980,15.569,SENSOR
174295.714,365311.669,A2,L,73.630,2.352;61.526,SENSOR;EXIT
173987.561,365451.823,A2,L,73.970,5.649;6.981,SENSOR;ENTER
173097.793,366399.745,A2,L,75.280,7.627,ENTER
172855.294,366787.878,A2,L,75.740,13.706,SENSOR
172164.244,367332.223,A2,L,76.620,10.398,EXIT
172132.609,367356.703,A2,L,76.660,11.716,SENSOR
171911.270,367528.192,A2,L,76.940,3.050;12.532,SENSOR;SENSOR
171737.406,367662.989,A2,L,77.160,5.716,SENSOR
171635.374,367743.546,A2,L,77.290,10.972,ENTER
170925.703,368296.998,A2,L,78.190,11.817,SENSOR
170417.753,369036.081,A2,L,79.090,10.614,EXIT
170401.073,369061.015,A2,L,79.120,18.258,SENSOR
170217.205,369322.904,A2,L,79.440,4.548;12.738,SENSOR;SENSOR
170131.983,369446.342,A2,L,79.590,9.431,ENTER
170115.495,369471.399,A2,L,79.620,3.926,SENSOR
169429.966,370405.758,A2,L,80.780,9.141,SENSOR
168555.504,371524.390,A2,L,82.200,19.341,SENSOR
167718.913,372046.628,A2,L,83.190,11.630,SENSOR
167335.447,372282.044,A2,L,83.640,15.249,SENSOR
167326.910,372287.252,A2,L,83.650,7.163;3.269;7.163;3.269;3.269,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
167309.836,372297.667,A2,L,83.670,9.359,EXIT
167301.299,372302.875,A2,L,83.680,12.154,SENSOR
167216.412,372355.731,A2,L,83.780,4.818;4.818,SENSOR;SENSOR
167005.066,372489.269,A2,L,84.030,15.753,SENSOR
166988.112,372499.877,A2,L,84.050,2.890,SENSOR
166674.713,372696.551,A2,L,84.420,4.921;11.229,SENSOR;SENSOR
166293.957,372936.387,A2,L,84.870,18.489;18.489;18.489,SENSOR;SENSOR;SENSOR
166285.499,372941.721,A2,L,84.880,2.370;2.370;2.370,SENSOR;SENSOR;SENSOR
166052.128,373113.117,A2,L,85.170,3.632;18.565,SENSOR;SENSOR
166015.816,373147.435,A2,L,85.220,10.094,EXIT
165863.308,373344.555,A2,L,85.470,2.534;2.534;2.534,SENSOR;SENSOR;SENSOR
165778.718,373503.326,A2,L,85.650,14.822;14.822;14.822,SENSOR;SENSOR;SENSOR
165693.539,373673.154,A2,L,85.840,8.186,ENTER
165670.734,373717.650,A2,L,85.890,3.806;14.575,SENSOR;SENSOR
165471.959,374064.679,A2,L,86.290,2.239;12.439;2.239;2.239;12.439;12.439;12.439;12.439,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
165211.025,374502.861,A2,L,86.800,10.020,SENSOR
165205.907,374511.451,A2,L,86.810,1.300,SENSOR
165062.882,374752.167,A2,L,87.090,14.811,SENSOR
165052.666,374769.361,A2,L,87.110,5.016,SENSOR
164902.377,375017.359,A2,L,87.400,4.527;8.421,SENSOR;SENSOR
164725.055,375319.113,A2,L,87.750,2.513;14.110,SENSOR;SENSOR
164551.704,375611.593,A2,L,88.090,18.985,SENSOR
164546.654,375620.225,A2,L,88.100,2.219,SENSOR
164367.522,375920.901,A2,L,88.450,0.927;14.819,SENSOR;SENSOR
164188.379,376221.564,A2,L,88.800,1.827;14.559,SENSOR;SENSOR
164015.828,376514.521,A2,L,89.140,16.861,SENSOR
164010.758,376523.141,A2,L,89.150,1.522,SENSOR
163837.468,376815.659,A2,L,89.490,14.226,SENSOR
163832.335,376824.241,A2,L,89.500,3.139,SENSOR
163686.455,377141.884,A2,L,89.850,2.365;13.706;2.365;2.365;13.706;13.706;13.706,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
163592.738,377468.599,A2,L,90.190,14.192,SENSOR
163590.117,377478.250,A2,L,90.200,1.132,SENSOR
163496.582,377815.513,A2,L,90.550,4.439;11.176,SENSOR;SENSOR
163409.483,378144.157,A2,L,90.890,1.280;1.280;1.280,SENSOR;SENSOR;SENSOR
163404.622,378163.557,A2,L,90.910,14.964;14.964;14.964;14.964,SENSOR;SENSOR;SENSOR;SENSOR
163340.507,378425.832,A2,L,91.180,3.522,SENSOR
163262.147,378705.024,A2,L,91.470,4.159,SENSOR
163239.750,378781.825,A2,L,91.550,14.355,SENSOR
163214.849,378868.311,A2,L,91.640,10.336,EXIT
163172.680,378991.117,A2,L,91.770,1.180;1.607;1.607;1.607,SENSOR;SENSOR;SENSOR;SENSOR
162882.275,379365.695,A2,L,92.250,5.456;5.456;5.456,SENSOR;SENSOR;SENSOR
162710.506,379467.049,A2,L,92.450,3.654,SENSOR
162342.341,379550.098,A2,L,92.830,6.124,SENSOR
162092.655,379562.610,A2,L,93.080,18.477;18.477;18.477;18.477;18.477;18.477,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
161782.999,379577.200,A2,L,93.390,3.906,SENSOR
161743.040,379579.008,A2,L,93.430,35.255,EXIT
161633.151,379583.956,A2,L,93.540,15.741;15.741,SENSOR;SENSOR
161443.347,379592.575,A2,L,93.730,15.470,SENSOR
161433.358,379593.044,A2,L,93.740,18.380;18.380;18.380,SENSOR;SENSOR;SENSOR
161353.446,379596.797,A2,L,93.820,4.950;4.950;4.950;4.950,SENSOR;SENSOR;SENSOR;SENSOR
161283.523,379600.082,A2,L,93.890,35.665,ENTER
161053.786,379611.075,A2,L,94.120,12.238,SENSOR
160993.863,379614.110,A2,L,94.180,18.177;18.177;18.177,SENSOR;SENSOR;SENSOR
160913.962,379618.082,A2,L,94.260,4.327,SENSOR
160724.057,379623.785,A2,L,94.450,14.129,SENSOR
160504.075,379626.233,A2,L,94.670,7.224,SENSOR
160314.121,379622.625,A2,L,94.860,13.376,SENSOR
160014.249,379613.847,A2,L,95.160,6.226,SENSOR
159924.286,379611.297,A2,L,95.250,14.034,SENSOR
159754.347,379606.715,A2,L,95.420,3.969,SENSOR
159474.451,379599.110,A2,L,95.700,29.425,EXIT
159454.459,379598.525,A2,L,95.720,1.823;12.352,SENSOR;SENSOR
159294.523,379594.011,A2,L,95.880,30.175,ENTER
159084.604,379588.225,A2,L,96.090,14.494,SENSOR
159074.608,379587.920,A2,L,96.100,4.666;4.666;4.666;4.666;4.666,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
158666.061,379554.989,A2,L,96.510,14.248;14.248;14.248;14.248,SENSOR;SENSOR;SENSOR;SENSOR
158656.129,379553.829,A2,L,96.520,2.924;2.924;2.924,SENSOR;SENSOR;SENSOR
158145.276,379673.029,A2,L,97.070,3.325,SENSOR
158006.218,380119.882,A2,L,97.550,0.772,SENSOR
158003.615,380149.769,A2,L,97.580,17.802,SENSOR
157961.741,380466.997,A2,L,97.900,14.492,SENSOR
157960.685,380476.941,A2,L,97.910,2.018,SENSOR
157958.572,380496.829,A2,L,97.930,37.272,EXIT
157935.229,380725.636,A2,L,98.160,15.384,SENSOR
157934.327,380735.595,A2,L,98.170,4.682,SENSOR
157903.009,381124.333,A2,L,98.560,14.141,SENSOR
157902.229,381134.303,A2,L,98.570,37.927,ENTER
157891.700,381263.875,A2,L,98.700,1.080,SENSOR
157872.766,381513.156,A2,L,98.950,15.239,SENSOR
157860.764,381662.675,A2,L,99.100,2.742,SENSOR
157841.718,381901.917,A2,L,99.340,14.210,SENSOR
157829.077,382061.416,A2,L,99.500,4.484,SENSOR
157812.032,382270.723,A2,L,99.710,15.716,SENSOR
157740.538,382775.514,A2,L,100.220,14.931,SENSOR
157727.989,382854.524,A2,L,100.300,1.473,SENSOR
157708.029,383123.092,A2,L,100.570,30.049,EXIT
157714.171,383202.808,A2,L,100.650,15.882,SENSOR
157722.768,383282.343,A2,L,100.730,3.933,SENSOR
157730.884,383351.871,A2,L,100.800,36.143,ENTER
157771.413,383689.445,A2,L,101.140,14.845,SENSOR
157773.815,383709.301,A2,L,101.160,3.135,SENSOR
157814.493,384195.810,A2,L,101.650,18.557,SENSOR
157813.318,384205.741,A2,L,101.660,4.354,SENSOR
157611.329,384631.638,A2,L,102.140,4.822;4.822;4.822,SENSOR;SENSOR;SENSOR
157604.345,384638.795,A2,L,102.150,18.387;18.387;18.387,SENSOR;SENSOR;SENSOR
157353.247,384817.782,A2,L,102.460,4.245,SENSOR
157318.260,384837.169,A2,L,102.500,15.549,SENSOR
156996.070,385055.678,A2,L,102.890,4.793,SENSOR
156980.998,385068.814,A2,L,102.910,14.078,SENSOR
156796.707,385251.913,A2,L,103.170,4.706,SENSOR
156664.049,385414.605,A2,L,103.380,15.842,SENSOR
156646.458,385438.891,A2,L,103.410,43.299,EXIT
156577.361,385548.833,A2,L,103.540,3.533,SENSOR
156497.884,385699.107,A2,L,103.710,15.822,SENSOR
156435.697,385835.422,A2,L,103.860,1.905,SENSOR
156411.088,385900.946,A2,L,103.930,33.488,ENTER
156397.561,385938.589,A2,L,103.970,16.883,SENSOR
156346.033,386121.383,A2,L,104.160,4.795,SENSOR
156302.402,386296.014,A2,L,104.340,18.598,SENSOR
156281.917,386393.804,A2,L,104.440,0.866,SENSOR
156238.375,386690.571,A2,L,104.740,3.192;3.192;3.192;3.192;3.192,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
156218.177,387159.980,A2,L,105.210,19.836;0.688;19.836;19.836,SENSOR;SENSOR;SENSOR;SENSOR
156181.141,387558.259,A2,L,105.610,9.261,SENSOR
156166.085,387837.556,A2,L,105.890,1.696;1.696;1.696;1.696,SENSOR;SENSOR;SENSOR;SENSOR
156282.422,388109.369,A2,L,106.190,3.165,SENSOR
156617.498,388296.261,A2,L,106.580,3.072;3.072;3.072;3.072;3.072,SENSOR;SENSOR;SENSOR;SENSOR;SENSOR
156807.998,388357.151,A2,L,106.780,19.375,SENSOR
156817.500,388360.270,A2,L,106.790,9.616,SENSOR
156929.875,388402.334,A2,L,106.910,4.785,SENSOR
157183.248,388521.097,A2,L,107.190,7.315,SENSOR
157272.388,388566.420,A2,L,107.290,,END
157671.483,389737.779,A2,L,107.290,,BEGIN
157524.913,389901.717,A2,L,107.510,6.364,SENSOR
157298.609,390181.680,A2,L,107.870,14.766,SENSOR
157280.575,390205.649,A2,L,107.900,4.781,SENSOR
157103.287,390447.618,A2,L,108.200,7.769,EXIT
156944.953,390641.081,A2,L,108.450,14.171,SENSOR
156932.150,390656.446,A2,L,108.470,4.772,SENSOR
156661.065,390964.030,A2,L,108.880,1.541;13.578,SENSOR;SENSOR
156575.250,391061.681,A2,L,109.010,11.448,ENTER
156464.711,391190.822,A2,L,109.180,6.261;18.324,SENSOR;SENSOR
156194.616,391550.436,A2,L,109.630,5.020;15.397,SENSOR;SENSOR
155978.741,391887.166,A2,L,110.030,5.205;16.405,SENSOR;SENSOR
155760.523,392234.269,A2,L,110.440,2.118,SENSOR
155755.205,392242.738,A2,L,110.450,12.987,SENSOR
155552.790,392564.339,A2,L,110.830,11.999,SENSOR
155536.687,392589.651,A2,L,110.860,1.103,SENSOR
155487.946,392665.310,A2,L,110.950,10.465,EXIT
155334.017,392899.189,A2,L,111.230,5.467;15.824,SENSOR;SENSOR
155300.180,392948.737,A2,L,111.290,10.913,ENTER
155043.026,393318.010,A2,L,111.740,11.804,SENSOR
155031.497,393334.352,A2,L,111.760,3.838,SENSOR
154736.283,393798.326,A2,L,112.310,12.756,SENSOR
154731.099,393806.878,A2,L,112.320,4.752,SENSOR
154417.041,394318.103,A2,L,112.920,4.186,SENSOR
154098.795,394826.748,A2,L,113.520,1.254,SENSOR
153785.853,395326.915,A2,L,114.110,0.521,SENSOR
153488.824,395801.650,A2,L,114.670,3.243,SENSOR
153282.719,396120.855,A2,L,115.050,4.450,SENSOR
153050.303,396551.897,A2,L,115.540,2.183,SENSOR
152885.641,397208.234,A2,L,116.220,16.588,SENSOR
152885.056,397218.216,A2,L,116.230,0.722,SENSOR
